split	original_name	predicted_name	unredacted_context
training	Steele	Steele	I know the girl who did the figure skating for the lead girl. She once dated my brother and she was always really nice! I also live in Cranbrook B.C, about 15 or so minutes from fort Steele.
training	Stay	Stay	This movie is truly one of the worst pieces of garbage ever. It really is surprising that something so completely terrible could be made. But, if you can stand the mind-numbing plot, character development, and direction, you may get a kick out of the soundtrack which is so appalling that it is funny. The movie begins terribly and quickly becomes unwatchable. Someone should give anyone involved with this movie some sort of consolation because their career was probably ruined because of involvement in this movie. If you do end up seeing this movie or have seen it already (I feel your pain) then these words have come too late. For anyone else, Stay away at all costs or realize that the movie is so bad that it will waste 2 hours of your life. Then at least you can clean up or something while viewing it.
training	Stanton	Stanton	Whether or not their stories are true, and whether Stanton is truly the father or just a crazy old man stepping into their stories, seems impossible to determine.
training	Stanley Tucci	Stanley Tucci	Very poor effort that offers pretty much nothing to anyone but a hardcore fan of Stanley Tucci, who tries, but can not save the poor structure, dialogue, direction, or talent of our leading man.
training	Stanley Kubrick	Stanley Kubrick	Had Stanley Kubrick never gone on to become a famous director, three of his early films would never have been packaged together for sale on a DVD.
training	Stanley Holloway	Stanley Holloway	To the new Burgundians, however, this is an unexpected opportunity to live as they please, free from any interference from Whitehall.Stanley Holloway is excellent as the minor city politician who suddenly finds himself leading one of the world's tiniest nations.
training	Stanley De Santis	Stanley De Santis	They are ably supported by veterans such as Stanley De Santis and Bob Balaban.
training	Stanley	Stanley	Stanley is great in this movie, she is delicate and strong at the same time.
training	Stanley	Stanley	Stanley is great in this movie, she is delicate and strong at the same time.
training	Stanley	Stanley	Yet Stanley can't understand enough to function because he can't read; he can't read because he's had too much adventure in his childhood.
training	Stanley	Stanley	Without this access, Stanley is feminized - the jobs open to him are cooking and cleaning.
training	Stanley	Stanley	This movie is the best horror movie, bar-none.I love how Stanley just dumps the women into the lake.
training	Stanley	Stanley	There are constant references to assembly line production, where workers are treated as cogs in a machine, overseen by managers wielding clipboards, controlling how much hair the workers leave exposed, and firing workers (Stanley) who meet all criteria (as his supervisor says, are always on time, are hard workers, do good work) but who may in some unspecified future make a mistake.
training	Stanley	Stanley	Liked Stanley very much.
training	Stanley	Stanley	Liked Stanley & Iris very much. Acting was very good. Story had a unique and interesting arrangement. The absence of violence and porno sex was refreshing. Characters were very convincing and felt like you could understand their feelings. Very enjoyable movie.
training	Stanley	Stanley	Iris, on the other hand, lives in a traditionally male role - she's a factory worker, the mains source of income for her (extended) family, and she brings Stanley into the public realm, traditionally off-limits to women.
training	Stanley	Stanley	As to Stanley and Iris, I like education movies like How Green was my Valley and Konrack, that one with John Voigt and his young African American charges in South Carolina, and Danny deVito's Renaissance Man, etc.
training	Stanley	Stanley	Although I didn't like Stanley & Iris tremendously as a film, I did admire the acting.
training	Stang	Stang	Stang does his usual comic relief thing, as the bumbling sidekick who trails the leading man around with his waspy New York accent.
training	Stan Laurel	Stan Laurel	I can see Stan Laurel making the same mistake.
training	Stacy Peralta	Stacy Peralta	This was the best documentary I've ever seen!! I just saw Lords of Dogtown and wanted to know more about Stacy Peralta, and was surprised and happy to find out this was one of his films as well Great Job Stacy!
training	Sprecher	Sprecher	Sprecher does an excellent job of capturing the sense of floating and disconnectedness
training	Spike Milligan	Spike Milligan	Former Goon Spike Milligan replaced Medak as director
training	Spike Feresten	Spike Feresten	Either way, it was funny as hell.I do not expect Spike Feresten to read these pages, but maybe he does.
training	Spielberg	Spielberg	Spielberg's first dramatic film is no let-down.
training	Spielberg	Spielberg	Props to D.J.The director, the cast, and Mr. Spielberg for giving us something that isn't entirely predictable like most of the teen horrorthrillers are today.
training	Spielberg	Spielberg	"A group of friends decide to take a camping trip into the desert-and find themselves stalked and murdered by a mysterious killer in a black pick-up truck.""Mirage"" is obviously inspired by Spielberg's ""Duel"" and Craven's ""The Hills Have Eyes"".Still this slasher yarn offers plenty of nasty violence and gore.The film's gory highlight is a sequence involving a man having his arm and leg chained together around a tree and then having his limbs dismembered when the chain is pulled by a truck.There is also a little bit of suspense and some exciting stalk-and-slash sequences.The acting is pretty lame and the script is quite weak,but the film is fast-paced and shocking.B.G.Steers who plays the villain is fairly threatening.The desert locations provide some atmosphere and the gore is rather strong.Overall,if you like low-budget horror films give this one a look.8 out of 10."
training	Soylent Green	Soylent Green	But Soylent Green is in a whole other league.
training	Sophia Loren	Sophia Loren	I watched this movie recently together with my sister who likes the performances of Sophia Loren.
training	Sonia Braga	Sonia Braga	"And Sonia Braga was excellent as the girl friend -- in addition to being a really hot number: ""You should get an Oscar for tonight!"""
training	Sonia Braga	Sonia Braga	"Also starring Sonia Braga (who co-starred with Raul Julia in ""TKOTSW""), Jonathan Winters and Sammy Davis Jr.."
training	Sonia Braga	Sonia Braga	"Also starring Sonia Braga (who co-starred with Raul Julia in ""TKOTSW""), Jonathan Winters and Sammy Davis Jr.."
training	Sofia Loren	Sofia Loren	She is Sofia Loren, who is the wife of brutish public servant and mother of six children.
training	Snyder	Snyder	"The torture scenes are stupid and boring, bordering on silly (especially when Snyder goes into one of his ""pain and death"" monologues), and everything else is just plain dumb."
training	Snider	Snider	The occasional attempts at meaningful poetic one-liners about the positive effects of pain and the like from Snider are laughable.
training	Smith	Smith	Actually, Goldie Hawn is from Washington (Takoma Park, Maryland), but I digress. This is sort of a Mr. Smith goes to Washington type of movie, with some variations but the same premise. I taped this movie off of cable years ago because I had a huge crush on Goldie Hawn. The story is interesting, but it's highly unlikely that some cocktail waitress will get an important job in the government just because she saved some big shot's life. It made me laugh and made me mad at the same time. It made me laugh because some of the situations she found herself in were so ridiculous, I had to laugh. (POSSIBLE SPOILER AHEAD). It made me mad to think that our government would set up an average citizen in the manner she was set up. And the speech she made at the end...beautiful. Too bad not many people have guts like that in real life.
training	Slasher Cinema	Slasher Cinema	"This is truly banal cinema on a Brobdingnagian scale!I have this film on the ""Slasher Cinema"" box-set with some other films."
training	Sita	Sita	Sita, in response, cries and leaves him, reuniting with her mother(the Earth).
training	Sita	Sita	Sita still cared enough for him to find that moment to let him know that he is not responsible for her deviant outlet to her blocked desires.
training	Sita	Sita	This arranged marriage is uncomfortable for them both but in the beginning Sita makes an attempt to connect with her sullen husband.
training	Sita	Sita	One husband married a vivacious young woman, Sita, out of family obligation.
training	Sita	Sita	In their dead marriage, sex was purely meant to produce children and there was no way Sita could have any of her sexual or emotional needs met.
training	Sita	Sita	However, he sees himself as a victim and could have cared less about Sita--and he continues to have an affair with a liberal-minded Chinese lady.
training	Sita	Sita	But the final act of rejection was by the grandmother - she could not break free from her rusted mindset to accept Sita's desire.
training	Sir Alan Sugar	Sir Alan Sugar	!For fans of this i highly recommend the UK version starring Sir Alan Sugar as the boss.
training	Simon Yam	Simon Yam	It's also a film where the most ruthless character isn't always the most threatening one, as the chilling ending makes only too clear: one can imagine a lifetime of psychological counselling being necessary for all the trauma that one inflicts on one unfortunate bystander. Simon Yam, all too often a variable actor but always at his best under To's direction, has possibly never been better in the lead, not least because Tony Leung's much more extrovert performance makes his stillness more the powerful.
training	Simon Watterman	Simon Watterman	Munchies starts in deepest darkest Peru (looks more like a dirt road to me) where archaeologist Simon Watterman (Harvey Korman) & his son Paul (Charles Stratton) are on an expedition.
training	Simon Templar	Simon Templar	"As usual, Simon Templar (""The Saint"") meets a lady in distress and comes to her aid"
training	Simon Scuddamore	Simon Scuddamore	A bunch of popular high school students play a cruel joke on nerdy Marty (a sympathetic performance by Simon Scuddamore) which leaves him hideously disfigured.
training	Simon Pegg	Simon Pegg	I am a huge fan of Simon Pegg and have watched plenty of his movies until now and none of them have ceased to make me laugh Neither did How to lose friends and Alienate People. This movie is essentially about a man good as pissing people off However, he has an innate set of ethics that prevents him from doing things that might just make him famous But in the end he ends up doing them, the culture of life. The movie is well toned with humor, romance, good acting and also a bit of a lap dance Its one of those movies where you could just be happy when it ends.
training	Simon Peacock	Simon Peacock	It's a very gory start, and bodes well for the rest of the film.Unfortunately, after this promising beginning, things start to go seriously downhill: we are introduced to the main characters, an annoying bunch of twenty-somethings just begging to become cannibal chow, and are subjected to a fair amount of time wasting in the form of some terrible false scares, a lot of blarney about murderous druids from local Irish weirdo Gary (Simon Peacock), and worst of all, some sub-Scream, post-modernistic conversation about the conventions of horror films (how clever!
training	Simon Cowell	Simon Cowell	Created by Simon Cowell of American Idol fame, AGT is a talent search show which is similar in format to American Idol and the Gong Show.
training	Simon Bossell	Simon Bossell	The use of the 'customised' garden shears was brilliance - besides the expected stabs and slashes. In short, there was a huge amount of variety and creativity in the many violent deaths, enough to please even the skeptics of this films worth. The appearance of both Kylie Minogue (short that her appearance was) and Molly Ringwald was just another reason to see the film - both performances were fantastic, as well as Simon Bossell ('The Castle') in a brilliant role as the jokey technician. All in all, I think this movie is one of the best horror products of the last couple or years, as well as a beautiful satire/parody - toungue-in-cheek till the very end. Loved it. Go see it!
training	Simon Andreu	Simon Andreu	Simon Andreu is perfect as Alcantara.
training	Simon	Simon	Simon's carefully written dialogues are truly electrified by Matthau and Burns.
training	Simon	Simon	Simon ask's Paul & his wife Cindy (Nadine Van der Velde) to take care of it.
training	Simon	Simon	"Simon Cowell manages to try another spin-off of ""American Idol"", despite of the failure with his previous attempt ""American Inventor""."
training	Sidney J. Furie	Sidney J. Furie	Sidney J. Furie does a very good job here with great camera work, good angles, and keeping the film at a very fast pace!.
training	Sicheritz	Sicheritz	I hope no one outside will ever have to see this one Perhaps if you are familiar with the original sitcom it could be interesting to watch what director Sicheritz made of his series I think he missed his chance and wasted time and money.
training	Shug Avery	Shug Avery	Margaret Avery is terrific as Shug Avery, another friend who also happens to be the mistress of Celie's rotten husband.
training	Shrek	Shrek	This is a very beautiful and almost meditative film-there is hardly any dialogue in it, apart from the narration; and the scenery and music compliment each other perfectly I didn't at first connect the red hair of the girl and the fox until it was pointed out to me by a friend (who also has red hair!) It is almost an old fashioned type of children's films, saying that children nowadays prefer animations like Shrek or Toy Story etc-but I feel that young people should be introduced more to the beauty and wonder of nature which this film certainly does Maybe not the best ever film of its type but certainly an excellent and relaxing view for all ages -not just children.
training	Shrek	Shrek	Although it was not as clever as Shrek, I thought it was rather good.'
training	Show People	Show People	Prior to seeing Show People, my impression of silent comedy was essentially slapstick, and slapstick only.
training	Shoveler	Shoveler	Though I can't claim to be a comic book fanatic, I have read my share, so I guess I'm part of the audience of this film, and I wasn't disappointed. It does run out of steam near the end, it's almost overflowing with ideas, and it seems like Lena Olin, one of my favorite actresses, was left on the cutting room floor. Also, a little of Hank Azaria's Blue Raja can go a long way. Still, it's easy to forgive all of these faults when you have a film which is this much fun. All the actors seem to be having a blast with their roles, especially William H. Macy as the straight-arrow Shoveler, and Janeane Garofalo as The Bowler. And unlike some, I found the design of the city to make the joke even funnier. I also liked how disco was the music of choice of the bad guys; somehow, it seemed appropriate.
training	Sho Kosugi	Sho Kosugi	This movie is surprisingly good. The ninja fighting sequences were unbelievable. I haven't see all Sho Kosugi's films but this is probably the best of those I've seen. Probably the most impressive fighting sequence was at the beginning when ninja killed about 20 people, that was one of the most impressive ninja fighting sequences I've ever seen. Another good fighting sequence was at a cops funeral where the ninja provide more people to bury. The last fight was also very impressive. Also I kinda liked the soundtrack of this movie. The story was good enough for a ninja-movie, actually it was kinda different from other ninja-movies. So if you are a fan of ninja-movies, you'll probably like this one.
training	Shirley Temple	Shirley Temple	It's the sort of humor that you might be forced to laugh at from your own kids if they pretended to be adults, but I can't see anyone WANTING to see this--especially when a very young Shirley Temple is dressed in a rather slinky outfit and acts like a vamp!! And then, other kids act like adults in some rather adult situations.
training	Shirley MacLaine	Shirley MacLaine	Shirley MacLaine reprises her role and does a nice job, trying to raise her dead daughter's children.
training	Shirley Jones	Shirley Jones	i didn't enjoy this movie at all.for one,i just found it crude and vulgar,for no reason.i also felt it's misogynistic(against women.)also,the movie really doesn't appear to be about anything,and i didn't find any of the characters likable.really,the there doesn't seem to be any point to it all.maybe i'm missing something,but for me,this movie is pretty much a waste of time,when i could have been doing something more productive and enjoyable.like using my face as a pin cushion.James garner is in this thing,as are C.Thomas Howell and Shirley Jones,and James Cromwell.all are wasted here,and i'm sure this was a low point in each of their respective careers.Jennilee Harrison(from the later years of Three's Company)is also in the movie,and it is nice to see her in a non ditsy role.but other than that,she can't rise above the mediocre script.for me,Tank is a 3/10
training	Shirley Jones	Shirley Jones	"And the problem is that Hollywood made such a big deal about Pat Boone's refusal to kiss a woman not his wife on screen before its release that the audience knows he won't kiss Shirley Jones so you cannot build any anticipation for the ""screen consummation"" of their love."
training	Shirely Temple	Shirely Temple	A nice Shirely Temple short Child actors screaming their lines seemed to be the norm for that day
training	Shia Lebouf	Shia Lebouf	seriously i loved this film..i had started to read the book and i loved it...the way everything was set up and everything had a purpose...i think this film did so well was because Louis Sachar wrote the screenplay..and of course Andrew Davis directed it...Shia Lebouf gives a great performance for his first film...the storyline is very cool and interesting...there's humor, heart and intensity...it is very similar to the book..i find this film to be not the least bit boring...i absolutely loved it...and i encourage anyone to read the book..all in all this film is very well put together and carefully crafted...two thumbs up for me in every single way
training	Shia Lebouf	Shia Lebouf	I didn't realize how charming Shia Lebouf could be.
training	Shia LaBeouf	Shia LaBeouf	Rising star Shia LaBeouf (Charlie's Angels 2, Project Greenlight) might not be the fat boy of the book, but his attitude is right and he's far from the usual clean-cut hero.
training	Sherriff Roscoe	Sherriff Roscoe	"I bought this (it was only $3, ok?) under the title ""Grey Matter"" The novelty of seeing Sherriff Roscoe in a non-DukesOfHazzard role intrigued me As the other reviewers warned, it's a pretty boring tale of a top secret government experiment gone awry."
training	Sheridan	Sheridan	Indeed, Sheridan was a lieutenant at this point.
training	Shepard	Shepard	"Have read that Shepard thought Brosnan was too much the pretty boy for this plum role, but Brosnan proves to be the perfect Julian Noble, ""Facilitator"" ... and is anything but pretty!"
training	Shemp	Shemp	One of My favorite Stooges shorts with Shemp is none other than Brideless Groom!
training	Sheeta	Sheeta	This movie totally impressed me! I fell in love with Pazu and Sheeta, and their sweet, caring friendship
training	Shawn Cassidy	Shawn Cassidy	"""Someones at the Door"". OHHH, How I miss this show so bad.. but we are lucky to now have ""Invasion"". Thank You, Shawn Cassidy."
training	Sharon Taylor	Sharon Taylor	Yes, it can be done. John De Bello and Costa Dillon cleaned out the garbage of their minds and come up with the worst comedic, horror , Sc-Fi musical. If there is any acting, it is terrible or way over the top. Special effects; take your pick...very low budget or kindergarten. Every cheap cliché thought of is used. No doubt a fun movie to watch. Worth a cold six-pack or two. Point the finger at radiation if you need an excuse. Mutant tomatoes grow to almost the size of a tow truck and begin attacking mankind. San Diego is a good place as any to start. Scientists and an absent minded military must find the way to stop this red rolling menace. This cult favorite features: David Miller, Eric Christmas, Al Sklar, Tom Coleman, Sharon Taylor and John Qualls.
training	Sharon Stone	Sharon Stone	every last cent Sharon Stone is great, she always is, even if her movie is horrible(Catwoman)
training	Shannon Elizabeth	Shannon Elizabeth	The beatiful Shannon Elizabeth (American Pie)did her first major movie role.
training	Shankar Ehsaan	Shankar Ehsaan	Whatever happened to Shankar Ehsaan Loy?
training	Shakespeare	Shakespeare	Sure, Shakespeare's text can give you goosebumps even when hammered out with selfimportance, but to see a production where true inventiveness makes wonderful words even more so by the provision of context or nuance not found in the stage directions is simply aweinspiring.
training	Shakespeare	Shakespeare	So does Shakespeare and Dante.
training	Shakespeare	Shakespeare	I'll read Shakespeare!
training	Shakespeare	Shakespeare	I have not read/seen the original and as a rule I can't stand Shakespeare, but I enjoyed this movie(the civil war setting was very well done as well).
training	Shakespeare	Shakespeare	I don't think that Shakespeare is in any great danger.
training	Shakespear	Shakespear	The whole thing feels a little like a fantasy, perhaps Shakespear's Midsummer Nights Dream.
training	Shahrukh Khan	Shahrukh Khan	████████████ delivers best in any of his films.
training	Shabana Azmi	Shabana Azmi	Her Excellency Madam Shabana Azmi has worked in countless movies over life time.
training	Sergio Martino	Sergio Martino	Sergio Martino is a great director, who has contributed a lot to Italian genre cinema and, as far as I am considered, his Gialli from the 1970s are the undisputed highlights in his impressive repertoire.
training	Serge Farnel	Serge Farnel	"Serge Farnel made a very precise critics of this film in the revue ""The Rwandese night"" (www.lanuitrwandaise.net) A critics which shows how France was behind all the situation undergone by the United Nations in Rwanda."
training	Selma Blair	Selma Blair	Selma Blair needs to eat something.
training	Selander	Selander	Selander keeps the action moving ahead at a full gallop.
training	Seiichi Tanabe	Seiichi Tanabe	The actors do a reasonably good job throughout, with a special hats off to Seiichi Tanabe who conveyed the confused yet blindly in love hero Tôyama.
training	Sebastian Gutierrez	Sebastian Gutierrez	As writer and director, Sebastian Gutierrez deserves high praise.
training	Sebastian Cole	Sebastian Cole	"If you look at Corey Large's information here on IMDb, apparently there's a movie called ""Reload"" in production (as of June '08) in which he's playing a character named Sebastian Cole█"
training	Seann William Scott	Seann William Scott	It's amazing the series actually lasted as long as it did because it ran out of story lines during the first series. Back to the movie. If you watch this film in it's own right, not as a direct comparison to however you remember the TV series, then it's not bad at all. The real star is of course the General Lee. The car chases and stunts are excellent and that's really what D.O.H. is all about. Johnny Knoxville is his usual eccentric self and along with Seann William Scott as Cousin Bo the pair make this film really funny in a hilarious Dumb-And-Dumber sort of way the TV series never achieved.
training	Sean Young	Sean Young	By all reports, Sean Young proves a weird person, and she is scarcely beautiful.
training	Sean Penn	Sean Penn	Sean Penn headed a jury not long ago. For my music-related rants, go to: http://rateyourmusic.com/collection/Fedor8/
training	Sean Connery	Sean Connery	Yes, Sean Connery did not want to be Bond forever and for the most part you can say he has done a rather good job of doing roles other than Bond.
training	Sean Connery	Sean Connery	I particularly enjoyed Hotspur and Hal, whom I now see were played by Sean Connery and Robert Hardy.
training	Sean Connery	Sean Connery	However Sean Connery is of course a great actor and that is the only reason why he is still able to carry the movie as good as he does.
training	Sean Connery	Sean Connery	As usual Sean Connery did a brilliant job, and avoids the over-the-top/unbelievable stunts.
training	Sean Astin	Sean Astin	This movie is my all time favorite movie! It has great acting, cute guys, and a great plot. Sean Astin is great in this movie! It has funny moments, sad moments, and happy moments. Who could ask for anything more? This movie is GREAT!
training	Seagal	Seagal	Seagal's wife has nightmares and she can see the future.
training	Scott Foley	Scott Foley	The only reason I am commenting is because I finally figured out why Dr. Cox was bald. Although we probably all realized it at the same time this week, Dr. Cox is bald because they showed these episodes in a different order than they filmed them. The latest episode when our favorite grumpy, Jesus-loving Nurse Roberts dies Dr. Cox shaves his head. The must have showed them out of order for some odd reason and forgot they slipped up the continuity. For shame, Scrubs. They've made mistakes like this before. I remember when Elliot is trying to date Scott Foley and her hair is wet 2 seconds before water hits her. I try not to notice these things, but my favorite show needs to step it up.
training	Scott Cohen	Scott Cohen	I chose to watch this film at Tribeca based on Judd Hirsch and Scott Cohen and found it to be one of the best movies in the festival. Both leading actors deliver a well rounded sensitive performance that seems to match the characters on a personal level
training	Scott Clark	Scott Clark	Also interesting is Scott Clark, who plays Grant, the kid in the wheelchair
training	Scott Bakula's	Scott Bakula's	I thought changing Scott Bakula's eye color did make him seem more cold and menacing than he usually is.
training	Scott Bakula	Scott Bakula	The NX-01, Enterprise is the perfect vessel to show the beginnings of what many people have come to love.Scott Bakula was just superior as Captain Jonathan Archer.
training	Scott	Scott	When Confederate General Jeb Stuart threatens the Union Army at the Battle of Gettysburg, in Pennsylvania, Scott is shocked by the chance that the South may triumph.
training	Scott	Scott	This sets the stage for Scott to rescue his girlfriend, and beatdown a whole mess of Bad Guys in the process.
training	Scott	Scott	"Hospital is as black of a comedy as ""Network"" is, and the excellent cast, led by the incomparable Scott, does his work full justice."
training	Scot	Scot	No wonder the Nazi's lost to these Irish, Scot, English blends
training	Scorcese	Scorcese	I can imagine that, had this assignment not been limited to America, Scorcese would have also loved to talk about, for example his Italian influences or his British hero Michael Powell.
training	Scooby Doo	Scooby Doo	After the SuperFriends and Scooby Doo left the Saturday morning airwaves in the fall of 1986, I pretty much stopped watching Saturday morning cartoons at that point since those were the only two that kept me tuning in.
training	Schwarzenegger	Schwarzenegger	Unlike End of Days' or The Sixth Day', classic Schwarzenegger action films like Predator' never insult the audience by attempting to explain the often threadbare plot.
training	Schwarzenegger	Schwarzenegger	In the book, Schwarzenegger's character is put on a game show.
training	Schrader	Schrader	I have seen many ideas of what various people think the theme of the film is, what Schrader is trying to say.
training	Schofield	Schofield	Any hopes you have will be dashed when this moment turns out only to be another of many pathetic, failed attempts at creating dramafor a character so flat and hackneyed that it will forever be a stain on Palance's career, just as those of the rest of the cast are similarly marred Completing the film is a painfully abrupt ending featuring Schofield piloting the bomb into the center of the sun in an effort to redeem her deeds while under the villain's spell, a climax which features another of the film's considerably well-done visual effects sequences that, even for the visibly elaborate care put into them, still always manage to make the film look just as chintzy as it really is.
training	Schmidt	Schmidt	"This genre has been more successfully handled by ""Nobody's Fool"" in the mid 90s and this year's (2003) ""About Schmidt."""
training	Schindler	Schindler	True he has written sensitive and poignant scores such as Schindler's List but one usually associates his name with such bombasticities as Star Wars.
training	Scarface Anyways	Scarface Anyways	This movie can be described in those 2 words just unbelievable This is the best movie ever made, I just cant see why this movie isnt in the top 250 I also can't see why anybody would not love Scarface Anyways, if you havnt seen it, it is a must buy.
training	Scacchi	Scacchi	I have to admit, I picked this movie just for the cast, and while Sutherland, Scacchi, and Prochnow were - as usual - great performers, the rest of the movie was such a let down.
training	Saura	Saura	If Saura hadn't done anything like this before, Iberia would be a milestone. Now it still deserves inclusion to honor a great director
training	Saura	Saura	If Saura hadn't done anything like this before, Iberia would be a milestone.
training	Saura	Saura	At the approach of its centennial, Saura drew together an unprecedented wealth of talent from the Spanish performing arts community to create this quintessential love song to their homeland.
training	Saul Rubinek	Saul Rubinek	My one complaint is that Saul Rubinek does not make a good Saul Panzer.
training	Sasha Mitchell	Sasha Mitchell	But Sasha Mitchell stole the show with his Cody character.
training	Sarandon	Sarandon	Furthermore, one might wonder why the director cast a highprofile actress like Sarandon in a rather irrelevant role that doesn't require her to do much but be angry over the phone.br
training	Sarah Silverman	Sarah Silverman	This show probably won't appeal to everyone. She does what she wants; she doesn't ask for permission and she doesn't apologize. This is a sitcom with zombies, robot dinosaurs, flying cars, and a team of wallet-stealing male cheerleaders. The star of the show is not a hero, she is a spoiled, bigoted pervert. If you can't appreciate the offbeat humor it offers, the show probably isn't for you. Everyone should at least give this show a chance. It brings together the comedic styling of Sarah Silverman, Brian Posehn (The Comedians of Comedy), Jay Johnston (Mr. Show), Steve Agee (Bobcat Goldthwait's 'Stay') and the creative energies of Rob Schrab and Dan Harmon (Heat Vision & Jack, Monster House).
training	Sarah Kants	Sarah Kants	Jessica Napier does a surperb performance and Sarah Kants has a definate bright future in acting!
training	Sarah Jordan	Sarah Jordan	"Like ███████████ , aid-relief workers most likely have those in their personal lives who say ""don't go, it's not safe there,"" yet they remain motivated to go anyway."
training	Sanjay	Sanjay	But Sanjay himself overacts terribly, especially during obvious ad-libs.
training	Sandra Dee Heidecke	Sandra Dee Heidecke	I saw that when I was little and it was excellent, Sandra Dee Heidecke was funny.
training	Sandra Dee Heidecke	Sandra Dee Heidecke	I saw that when I was little and it was excellent, Sandra Dee Heidecke was funny.
training	Sandra Bullock	Sandra Bullock	The acting is lousy sorry, Sandra Bullock, but even your performance was horrible, the music score could have come from a bad xrated movie and the story was downright ridiculous.
training	Sandra	Sandra	Do Sandra know we would still be here for her some nine years later?
training	Samuel L Jackson	Samuel L Jackson	I have my doubts.Not for the first time, Samuel L Jackson plays so well that we forget we're watching Samuel L Jackson; the man is unbelievably good.
training	Samuel Goldwyn	Samuel Goldwyn	Samuel Goldwyn deserves credit for having the chutzpah to push through a film who has for its leads a disabled vet with pincers for hands, an alcoholic, and an underachiever.
training	Samuel Fuller	Samuel Fuller	Samuel Fuller is an interesting filmmaker, mainly because he had some very inconsistent politics in his films.
training	Sammy Davis Jr.	Sammy Davis Jr.	Let us not forget Johnny Winters as the CIA agent and the several guest stars playing themselves: Sammy Davis Jr., Ike Pappas, Dick Cavett -- all perfectly done.. All in all, a memorable romp under the Paradorian moon.. -R.
training	Sammy Davis Jr	Sammy Davis Jr	"Also starring Sonia Braga (who co-starred with Raul Julia in ""TKOTSW""), Jonathan Winters and Sammy Davis Jr.."
training	Samantha Eggar	Samantha Eggar	Samantha Eggar as a woman with flawed instincts for her own preservation evokes frustration and pity
training	Samantha	Samantha	Samantha likes him from the start and welcomes him as her new cohabitant.
training	Samantha	Samantha	"""Here On Earth"" is a surprising beautiful romantic tale about Samantha who has both boy problems and health problems."
training	Sam Peckinpah	Sam Peckinpah	Perhaps, one of the most important and enjoyable Greek films i've seen in the last ten years..Excellent performances(especially yiannis zouganelis is great), well-written script and effective direction from a very special, for the Greek very average standards, auteur. A film, obviously influenced by Sam Peckinpah's Straw Dogs, that could be a masterpiece if it avoided some evident and exaggerative situations and symbolizations in the end. Nevertheless, this is a movie which deserves our attention and belongs to that rare category of Greek movies which should be watched outside Greece. It's a shame that in Greece didn't work commercially, in addition with other fake and cursory big productions like Politiki Kouzina..
training	Sam Kleinman	Sam Kleinman	Sam Kleinman (Peter Falk) comes to his son's place unexpectedly.His son Ben Kleinman (Paul Reiser) is quite surprised to hear that his mother, Muriel Kleinman (Olympia Dukakis) has left his father.Ben's wife, Rachel (Elizabeth Perkins) and his three sisters try to find Muriel while Ben and his father go see a farmhouse that's for sale
training	Sam	Sam	This film is about some dude named Sam who has the ability to set things on fire,(Firestarter, anyone?)
training	Sam	Sam	The isolated therapy asylum, where patients act out their fantasies in order to help cure their phsycosis, the accidental murder of the head doctor just as the new nurse arrives on the scene, the supposed assistant doctor taking over, the various crazy paitents, the revelation that the assistant doctor is actually a patient herself, and, finally, the rescue of the young nurse by the simpleminded Sam, who killed everyone else in the house so she could escape unharmed, made for a great STORY, which held the film together.
training	Sam	Sam	It is set up like Smallville or Buffy where there's a 'monster of the week' to beat up but here it is always secondary to Sam just trying to live his life normally.
training	Sam	Sam	Besides doesn't Sam have a successful businessman-boyfriend anyway?
training	Salman Khan	Salman Khan	Salman Khan's over the top acting or faking is too painful to watch.
training	Salman Khan	Salman Khan	We have two good actors who are miscast and a meat-head of an actor Salman Khan just to attract the female audience.
training	Salman Khan	Salman Khan	"This is yet another crap movie in the lines of ""Wanted"" with idiot actor like Salman Khan who has no place in a Good Hindi Cinema."
training	Salman Khan	Salman Khan	CCCC is the first good film in Bollywood of 2001. When I first saw the trailer of the film I thought It would be a nice family movie. I was right. Salman Khan has given is strongest performance ever.
training	Salman	Salman	So does Salman as the drug addict.
training	Salma Hayek	Salma Hayek	This is just a bad movie. With what seemed to be quite a nice budget it had potential to be much better. It almost were. With the heroine beautiful almost like Salma Hayek, hero fighting almost like Jackie Chan, battles and duels almost like in Crouching Tiger..., music almost like in, say, Conan... etc. Almost. But in the end it's just dull and it is hard to find anything interesting in it. Maybe apart of John Rhys-Davies flying in duel like those warriors in Hero or before-mentioned Crouching Tiger... I am really ashamed of poor old John. He is after all quite a good actor and deserves much better. So as you - so if you still have a chance just watch something else.
training	Sally Kellerman	Sally Kellerman	The premise is amazing and the some of the acting, notably Sally Kellerman and Anthony Rapp, is charming... but this film is near unwatchable.
training	Salem	Salem	I remember seeing this in a the Salem movie theater.
training	Sadie Frost	Sadie Frost	Sadie Frost is totally hot in this movie, and her running around in panties and a tank top after a drugalcohol induced stupor was pretty hot.br
training	Sadie	Sadie	perfection It is sad to see how Sadie's father refused to allow his daughter to continue to see her boyfriend due to a possible misunderstanding
training	Saddams	Saddams	Neither are acceptable but Saddams was MUCH WORSE!
training	Sadako	Sadako	do I sound like I'm contradicting myself about Sadako?
training	Sadako	Sadako	With regards to filling in the blanks left open in Ring and Ring 2, this film does very little, for we are already aware that Sadako was pushed to the bottom of the well by her step father, and only hints at the source of the true evil lurking inside her, without giving a clue of its origin or past.
